recording_id,TEXT-ID,SOURCE-ID,RECORDING-ID,SUBCORPUS,TITLE,DATE,SOURCE,URL,TEXT-REGION,DOMAIN,TYPE,CHANNEL,SENTENCES,WORDS,SPK-IDsUTTS
rog_slovenian_1_0_1_1_manual_prosody::NNosljsods-lr0906022314.wav,Rog-Go2-Gos181,Gos181,NNosljsods-lr0906022314.wav,Gos,"Delovni sestanek učiteljic 4. in 5. razreda osnovne šole. Izpolnjevanje delovnega lista, povezanega z veščinami, ki naj bi jih otroci usvojili do konca osnovne šole. Razprava o kolesarskem izpitu in učbenikih za naslednje šolsko leto.",2009-06,lastni posnetek,-,Domžale,neformalni delovni sestanek,nezasebni,osebni stik,91,741,Af-udel-02552 Bf-udel-02553 Cf-udel-02554 Df-udel-02555
rog_slovenian_1_0_1_1_manual_prosody::NNosljtrgo-az1003241254.wav,Rog-Go2-Gos182,Gos182,NNosljtrgo-az1003241254.wav,Gos,Pogovor med redno stranko in frizerko v frizerskem salonu.,2010-03,lastni posnetek,-,Ljubljana,storitev,nezasebni,osebni stik,56,742,Af-stra-02238 Bf-prod-02264
rog_slovenian_1_0_1_1_manual_prosody::NNosljtrgo-mj0912192155.wav,Rog-Go2-Gos183,Gos183,NNosljtrgo-mj0912192155.wav,Gos,"Pogovor med tremi sodelavci v trgovini o svojem delu, prevzemanju izdelkov itd. Govorka ima veliko dela na računalniku, eden izmed govorcev je malo oddaljen in se pogovoru pridruži redkeje. Eden izmed govorcev pa med drugim kliče svojo nadrejeno, njenega moža in neko podjetje, kjer naroča izdelke.",2009-12,lastni posnetek,-,Kočevje,neformalni delovni sestanek,nezasebni,osebni stik,67,748,Gm-prod-00805 Pf-prod-00804 Sm-prod-00803
rog_slovenian_1_0_1_1_manual_prosody::NNosljtrgo-mj0912202338.wav,Rog-Go1-Gos184,Gos184,NNosljtrgo-mj0912202338.wav,Gos,"Pogovor med tremi zaposlenimi v lovski in ribiški trgovini: o delu med prazniki, pošiljanju voščilnic poslovnim partnerjem, inventuri v začetku leta, dolgovih, strankah, krajah itd. Ker so vsi trije govorci zaposleni v družinskem podjetju, je veliko pogovora osebnega in ne povezanega s podjetjem.",2009-12,lastni posnetek,-,Kočevje,neformalni delovni sestanek,nezasebni,osebni stik,16,115,Gm-soro-00806 Jm-soro-00807 Mf-soro-00808
rog_slovenian_1_0_1_1_manual_prosody::NNosljupra-az1006082214.wav,Rog-Go1-Gos185,Gos185,NNosljupra-az1006082214.wav,Gos,"Govorilna ura v vrtcu, pogovor med mamo, vzgojiteljico in pomočnico vzgojiteljice.",2010-06,lastni posnetek,-,Vrhnika,formalni razgovor,nezasebni,osebni stik,18,155,Af-udel-02236 Bf-udel-02322 Cf-udel-02323
rog_slovenian_1_0_1_1_manual_prosody::NNosmbakko-kk1001141025.wav,Rog-Go1-Gos186,Gos186,NNosmbakko-kk1001141025.wav,Gos,Konzultacija o diplomski nalogi iz prevajalstva med mentorjem in študentko.,2010-02,lastni posnetek,-,Maribor,konzultacija,nezasebni,osebni stik,9,212,Am-prof-05663 Bf-stud-05664
rog_slovenian_1_0_1_1_manual_prosody::NNosmbakko-pv1001071030.wav,Rog-Go1-Gos187,Gos187,NNosmbakko-pv1001071030.wav,Gos,Pogovor študenta in profesorja na smeri računalništvo o temi seminarske naloge.,2010-01,lastni posnetek,-,Maribor,konzultacija,nezasebni,osebni stik,9,78,Mm-prof-01075 Rm-stud-01076
rog_slovenian_1_0_1_1_manual_prosody::NNosmbakko-sv1007050910.wav,Rog-Go1-Gos188,Gos188,NNosmbakko-sv1007050910.wav,Gos,Konzultacija na višji šoli med študentko in predavateljico pri predmetu jezikovne kulture.,2010-07,lastni posnetek,-,Maribor,konzultacija,nezasebni,osebni stik,5,82,Pf-prof-07533 Sf-stud-07532
rog_slovenian_1_0_1_1_manual_prosody::NNosmbakko-sv1007050918.wav,Rog-Go1-Gos189,Gos189,NNosmbakko-sv1007050918.wav,Gos,Konzultacija na višji šoli med študentko in predavateljico pri predmetu jezikovne kulture.,2010-07,lastni posnetek,-,Maribor,konzultacija,nezasebni,osebni stik,8,122,Pf-prof-07533 Sf-stud-07534
rog_slovenian_1_0_1_1_manual_prosody::NNosmbcvst-bb1004191439.wav,Rog-Go2-Gos190,Gos190,NNosmbcvst-bb1004191439.wav,Gos,Nakup rož za vrt in sobnih rož v cvetličarni.,2010-04,lastni posnetek,-,Ormož,prodaja/trgovina,nezasebni,osebni stik,87,656,Af-stra-02276 Bf-prod-02277 Cf-stra-02265
rog_slovenian_1_0_1_1_manual_prosody::NNosmbfist-sv1006161508.wav,Rog-Go1-Gos191,Gos191,NNosmbfist-sv1006161508.wav,Gos,Pogovor med pacientom in fizioterapevtko med fizioterapevtsko obravnavo.,2010-05,lastni posnetek,-,Brestrnica,storitev,nezasebni,osebni stik,25,132,Am-stra-02298 Bf-udel-02299
rog_slovenian_1_0_1_1_manual_prosody::NNosmbfrst-sv1006161441.wav,Rog-Go1-Gos192,Gos192,NNosmbfrst-sv1006161441.wav,Gos,"Pogovor med frizerjem, stranko, ki jo striže, in tretjo (stalno) stranko, ki je prisotna ob striženju.",2010-06,lastni posnetek,-,Maribor,storitev,nezasebni,osebni stik,16,175,Am-prod-02325 Bf-stra-02326 Cf-stra-07534
rog_slovenian_1_0_1_1_manual_prosody::NNosmbfrst-sv1006161451.wav,Rog-Go1-Gos193,Gos193,NNosmbfrst-sv1006161451.wav,Gos,Pogovor med frizerjem in strankami v frizerskem salonu.,2010-06,lastni posnetek,-,Maribor,storitev,nezasebni,osebni stik,8,102,Bf-stra-02329 Cf-stra-07534
rog_slovenian_1_0_1_1_manual_prosody::NNosmbinst-bb1004191451.wav,Rog-Go1-Gos194,Gos194,NNosmbinst-bb1004191451.wav,Gos,"Inštrukcije matematike, priprave na test.",2010-04,lastni posnetek,-,Maribor,storitev,nezasebni,osebni stik,26,171,Af-udel-02265 Bf-udel-02266
rog_slovenian_1_0_1_1_manual_prosody::NNosmbpods-is1003311437.wav,Rog-Go1-Gos195,Gos195,NNosmbpods-is1003311437.wav,Gos,Prva študija nove gledališke predstave.,2010-03,lastni posnetek,-,Maribor,neformalni delovni sestanek,nezasebni,osebni stik,7,245,If-vodj-01109 Vm-nadr-01108
rog_slovenian_1_0_1_1_manual_prosody::NNosmbpods-sv1007301022.wav,Rog-Go1-Gos196,Gos196,NNosmbpods-sv1007301022.wav,Gos,Razgovor za delo v jezikovni šoli.,2010-07,lastni posnetek,-,Brestrnica,formalni razgovor,nezasebni,osebni stik,8,145,Mm-udel-07538 Vf-nadr-07537
rog_slovenian_1_0_1_1_manual_prosody::NNosmbstzb-sv1007301234.wav,Rog-Go1-Gos197,Gos197,NNosmbstzb-sv1007301234.wav,Gos,"Pogovor v zobozdravniški ordinaciji med pacientko, zobozdravnikom in asistentko.",2010-07,lastni posnetek,-,Maribor,storitev,nezasebni,osebni stik,8,124,Sf-paci-07534 Zm-zdra-07535
rog_slovenian_1_0_1_1_manual_prosody::NNosmbtrgo-sv1006291029.wav,Rog-Go1-Gos198,Gos198,NNosmbtrgo-sv1006291029.wav,Gos,Pogovor med stranko in prodajalcem v zlatarni.,2010-07,lastni posnetek,-,Maribor,prodaja/trgovina,nezasebni,osebni stik,11,101,Af-stra-05596 Bm-prod-05597
rog_slovenian_1_0_1_1_manual_prosody::NNosmssods-jt1005201326.wav,Rog-Go1-Gos199,Gos199,NNosmssods-jt1005201326.wav,Gos,"Sestanek učiteljic v SŠ. Določanje terminov za projektne naloge, izbor tem nalog, elementi projektne naloge, kriteriji ocenjevanja nastopa dijaka ...",2010-05,lastni posnetek,-,Radenci,neformalni delovni sestanek,nezasebni,osebni stik,8,122,Af-udel-02327 Bf-udel-02328
rog_slovenian_1_0_1_1_manual_prosody::NNtekrstpr-sv1007090856.wav,Rog-Go2-Gos200,Gos200,NNtekrstpr-sv1007090856.wav,Gos,Telefonska promocija izdelka za lajšanje bolečin in dogovarjanje za termin predstavitve izdelka.,2010-07,lastni posnetek,-,"Kranj, Maribor",prodaja/trgovina,nezasebni,telefon,52,643,Af-info-05596 Bm-klic-02237
rog_slovenian_1_0_1_1_manual_prosody::NNtekrstsv-ak1007050857.wav,Rog-Go1-Gos201,Gos201,NNtekrstsv-ak1007050857.wav,Gos,Učiteljica in vodja izobraževanja se pogovarjata o tekočih zadevah. Na začetku se oglasi še neka druga oseba.,2010-07,lastni posnetek,-,"Ljubljana, Kranj",neformalni delovni sestanek,nezasebni,telefon,3,44,Af-klic-06567 Cf-vodj-05590
rog_slovenian_1_0_1_1_manual_prosody::NNteljstpr-az1006091140.wav,Rog-Go1-Gos202,Gos202,NNteljstpr-az1006091140.wav,Gos,Pogovor med stranko in uslužbenko ponudnika telekomunikacijskih storitev.,2010-06,lastni posnetek,-,"Ljubljana, Maribor",prodaja/trgovina,nezasebni,telefon,4,54,Af-info-02320 Bm-stra-02321
rog_slovenian_1_0_1_1_manual_prosody::NNteljstpr-az1008311338.wav,Rog-Go1-Gos203,Gos203,NNteljstpr-az1008311338.wav,Gos,"Telefonski pogovor med uslužbenko v banki, ki posreduje informacije o ponudbi banke, in potencialnim komitentom.",2010-08,lastni posnetek,-,Ljubljana,informacije,nezasebni,telefon,3,52,Af-info-07192 Bm-klic-07193
rog_slovenian_1_0_1_1_manual_prosody::NNteljstsv-az1007061015.wav,Rog-Go1-Gos204,Gos204,NNteljstsv-az1007061015.wav,Gos,Posredovanje informacij o turističnih aktivnostih.,2010-07,lastni posnetek,-,"Ljubljana, Kostanjevica na Krki",informacije,nezasebni,telefon,4,108,Af-stra-02233 Bf-info-02319
rog_slovenian_1_0_1_1_manual_prosody::NNteljstsv-az1007121324.wav,Rog-Go1-Gos205,Gos205,NNteljstsv-az1007121324.wav,Gos,"Svetovanje o lokalni turistični ponudbi, pogovor med informatorko v turističnem informativnem centru in klicalko.",2010-07,lastni posnetek,-,"Ljubljana, Štanjel",informacije,nezasebni,telefon,4,78,Af-info-02324 Bf-stra-02233
rog_slovenian_1_0_1_1_manual_prosody::NNteljstsv-az1008061059.wav,Rog-Go1-Gos206,Gos206,NNteljstsv-az1008061059.wav,Gos,Telefonsko svetovanje o energetsko varčni gradnji.,2010-08,lastni posnetek,-,"Ljubljana, Ljutomer",svetovanje,nezasebni,telefon,8,165,Sm-klic-02321 Vm-prod-07539
rog_slovenian_1_0_1_1_manual_prosody::NNteljstsv-az1009301349.wav,Rog-Go1-Gos207,Gos207,NNteljstsv-az1009301349.wav,Gos,Telefonski pogovor med tajnico fakultetnega oddelka in predavateljem o izpitnem roku.,2010-09,lastni posnetek,-,Ljubljana,tajništvo,nezasebni,telefon,1,35,Bm-pred-02354
rog_slovenian_1_0_1_1_manual_prosody::NNteljstsv-az1009301356.wav,Rog-Go1-Gos208,Gos208,NNteljstsv-az1009301356.wav,Gos,Kratek telefonski pogovor med tajnico fakultetnega oddelka in predavateljem na oddelku.,2010-09,lastni posnetek,-,Ljubljana,tajništvo,nezasebni,telefon,1,25,Bm-pred-01107
rog_slovenian_1_0_1_1_manual_prosody::NNteljstsv-np1007061052.wav,Rog-Go1-Gos209,Gos209,NNteljstsv-np1007061052.wav,Gos,"Turistično agencijo pokliče dekle, ki potuje v Izrael in želi pridobiti podatke o potovanju.",2010-07,lastni posnetek,-,Ljubljana,informacije,nezasebni,telefon,14,158,Am-info-05594 Bf-klic-05595
rog_slovenian_1_0_1_1_manual_prosody::NNtembstpr-bb1005121510.wav,Rog-Go1-Gos210,Gos210,NNtembstpr-bb1005121510.wav,Gos,"Telefonski pogovor med stranko in informatorjem v klicnem centru podjetja, ki trži telekomunikacijske storitve.",2010-05,lastni posnetek,-,Maribor,informacije,nezasebni,telefon,4,24,Af-prod-02278 Bf-stra-02265
rog_slovenian_1_0_1_1_manual_prosody::NNtembstpr-bb1005121513.wav,Rog-Go1-Gos211,Gos211,NNtembstpr-bb1005121513.wav,Gos,"Telefonski pogovor med stranko in informatorjem v klicnem centru podjetja, ki trži telekomunikacijske storitve.",2010-05,lastni posnetek,-,Maribor,informacije,nezasebni,telefon,1,30,Af-prod-02279
rog_slovenian_1_0_1_1_manual_prosody::NNtembstpr-jt1005070948.wav,Rog-Go1-Gos212,Gos212,NNtembstpr-jt1005070948.wav,Gos,"Telefonski pogovor med stranko in informatorjem v klicnem centru podjetja, ki trži telekomunikacijske storitve.",2010-08,lastni posnetek,-,Maribor,informacije,nezasebni,telefon,6,50,Af-info-02265 Bm-klic-05614
rog_slovenian_1_0_1_1_manual_prosody::NNtembstpr-rd1004211451.wav,Rog-Go1-Gos213,Gos213,NNtembstpr-rd1004211451.wav,Gos,Predstavitev in prodaja prehrambenih izdelkov.,2010-04,lastni posnetek,-,Maribor,prodaja/trgovina,nezasebni,telefon,2,54,Am-stra-02270
rog_slovenian_1_0_1_1_manual_prosody::NNtembstpr-rd1005041400.wav,Rog-Go1-Gos214,Gos214,NNtembstpr-rd1005041400.wav,Gos,Telefonski pogovor med kupcem in prodajalcem v kolesarski trgovini.,2010-05,lastni posnetek,-,Maribor,prodaja/trgovina,nezasebni,telefon,8,128,Am-prod-02274 Bm-stra-02275
rog_slovenian_1_0_1_1_manual_prosody::NNtembstpr-rd1005070943.wav,Rog-Go1-Gos215,Gos215,NNtembstpr-rd1005070943.wav,Gos,Telefonski pogovor med stranko in prodajalcem v kolesarski trgovini.,2010-05,lastni posnetek,-,Maribor,prodaja/trgovina,nezasebni,telefon,3,26,Am-prod-02272 Bf-stra-02273
rog_slovenian_1_0_1_1_manual_prosody::NNtembstsv-rd1004211506.wav,Rog-Go1-Gos216,Gos216,NNtembstsv-rd1004211506.wav,Gos,Svetovanje glede energetsko varčne gradnje.,2010-04,lastni posnetek,-,Maribor,svetovanje,nezasebni,telefon,13,316,Am-stra-02275 Bm-prod-02283
rog_slovenian_1_0_1_1_manual_prosody::NZosavdodr-er1002161011.wav,Rog-Go1-Gos217,Gos217,NZosavdodr-er1002161011.wav,Gos,"Pogovor na predvečer debelega četrtka v pustnem času. Teme so različne in se neprestano menjujejo, npr. pluženje snega, praznovanje debelega četrtka, vinjete itd.",2010-02,lastni posnetek,-,Sele-Kot,"doma, družina",zasebni,osebni stik,18,159,Bf-ssta-10002 Ef-soro-10003 Jf-star-10005 Pm-soro-10004
rog_slovenian_1_0_1_1_manual_prosody::NZosavdodr-er1002161043.wav,Rog-Go1-Gos218,Gos218,NZosavdodr-er1002161043.wav,Gos,"Pogovor med babico, vnukinjo in pravnukinjo ob preživljanju prostega dopoldneva. Teme so barvanje slikanice, različni pripetljaji, računanje ...",2010-02,lastni posnetek,-,Sele-Kot,"doma, družina",zasebni,osebni stik,15,198,Bf-ssta-10002 Ef-soro-10003 Jf-otro-10001
rog_slovenian_1_0_1_1_manual_prosody::NZoscedodr-ms0908251830.wav,Rog-Go1-Gos219,Gos219,NZoscedodr-ms0908251830.wav,Gos,"Pogovor predvsem o temah, povezanih z življenjem na podeželju - stroji, pridelki, kuhanje...",2009-08,lastni posnetek,-,Žiče,"doma, družina",zasebni,osebni stik,24,252,Am-soro-02104 Bm-otro-02105 Cm-star-02106 Df-soro-02107
rog_slovenian_1_0_1_1_manual_prosody::NZosgododr-ag0907121630.wav,Rog-Go2-Gos220,Gos220,NZosgododr-ag0907121630.wav,Gos,Družinski pogovor ob kavici.,2009-09,lastni posnetek,-,Lože Vipava,"doma, družina",zasebni,osebni stik,56,651,Af-star-05611 Bm-star-05612 Cf-otro-05613 Df-otro-05614
rog_slovenian_1_0_1_1_manual_prosody::NZosgododr-kk0904131700.wav,Rog-Go1-Gos221,Gos221,NZosgododr-kk0904131700.wav,Gos,"Pogovor v družini o aktualnih zadevah - velikonočni prazniki, dogajanje v družini...",2009-07,lastni posnetek,-,Ajdovščina,"doma, družina",zasebni,osebni stik,3,61,Am-star-05559
rog_slovenian_1_0_1_1_manual_prosody::NZositdopr-jm0910281306.wav,Rog-Go1-Gos222,Gos222,NZositdopr-jm0910281306.wav,Gos,Pogovor med dvema prijateljicama o stanodajalcih in drugih dogodkih.,2009-12,lastni posnetek,-,Ljubljana,"doma, prijatelji",zasebni,osebni stik,11,181,Jf-prij-01612 Mf-prij-01630
rog_slovenian_1_0_1_1_manual_prosody::NZositdopr-jm1003141600.wav,Rog-Go1-Gos223,Gos223,NZositdopr-jm1003141600.wav,Gos,Pogovor treh prijateljic.,2010-07,lastni posnetek,-,Trst,"doma, prijatelji",zasebni,osebni stik,23,223,Af-prij-05585 Bf-prij-05586 Cf-prij-05587
rog_slovenian_1_0_1_1_manual_prosody::NZoskkdodr-lu1007301428.wav,Rog-Go2-Gos224,Gos224,NZoskkdodr-lu1007301428.wav,Gos,"Pogovor med starejšima prijateljicama o cerkvi, opravilih, živini, zdravju ...",2010-07,lastni posnetek,-,Žurkov Dol,"doma, prijatelji",zasebni,osebni stik,75,733,Af-prij-07190 Bf-prij-07191
rog_slovenian_1_0_1_1_manual_prosody::NZoskkdopr-lu1007301412.wav,Rog-Go1-Gos225,Gos225,NZoskkdopr-lu1007301412.wav,Gos,"Pogovor med mlajšimi prijatelji o športnih stavah, pokru, avtošoli ipd.",2010-07,lastni posnetek,-,Sevnica,"doma, prijatelji",zasebni,osebni stik,29,226,Am-prij-02345 Bm-prij-02346 Cm-prij-02347 Dm-prij-02348 Em-prij-02349 Fm-prij-02350 Hf-prij-02352
rog_slovenian_1_0_1_1_manual_prosody::NZoskkdopr-np0912021058.wav,Rog-Go1-Gos226,Gos226,NZoskkdopr-np0912021058.wav,Gos,Obisk pri sosedih in pogovori o vsakdanjih stvareh.,2009-12,lastni posnetek,-,Vihre,"doma, prijatelji",zasebni,osebni stik,16,184,Am-star-02240 Bf-star-02241 Cf-otro-02242 Df-otro-02243
rog_slovenian_1_0_1_1_manual_prosody::NZoskpzudr-ag0907121500.wav,Rog-Go1-Gos227,Gos227,NZoskpzudr-ag0907121500.wav,Gos,"Družinsko kosilo in druženje s sorodniki; splošni pogovor, obujanje spominov ipd.",2009-10,lastni posnetek,-,Stomaž pri Sežani,"zunaj doma, družina",zasebni,osebni stik,12,75,Af-soro-05615 Bf-soro-05616 Ef-soro-05613 Ff-soro-05614
rog_slovenian_1_0_1_1_manual_prosody::NZoskpzupr-np0911041757.wav,Rog-Go2-Gos228,Gos228,NZoskpzupr-np0911041757.wav,Gos,Pogovor v baru med sodelavci med odmorom za malico.,2009-12,lastni posnetek,-,Koper,"zunaj doma, prijatelji",zasebni,osebni stik,45,753,If-sode-01616 Kf-sode-01615 Rm-sode-01614 Sf-sode-01618 Tf-sode-01617
rog_slovenian_1_0_1_1_manual_prosody::NZoskrdodr-ak0904251100.wav,Rog-Go2-Gos229,Gos229,NZoskrdodr-ak0904251100.wav,Gos,"Vsakotedenski pogovar vnukinje na obisku pri babici o trenutnih dogodkih, dogodkih iz preteklosti...",2009-04,lastni posnetek,-,Tržič,"doma, družina",zasebni,osebni stik,71,721,Ef-ssta-06566 Lf-otro-06567
rog_slovenian_1_0_1_1_manual_prosody::NZoskrdodr-ak0904302200.wav,Rog-Go1-Gos230,Gos230,NZoskrdodr-ak0904302200.wav,Gos,"Hči pripoveduje materi o filmu, ki ga je gledala, dogodkih, ki so se zgodili čez vikend...",2009-04,lastni posnetek,-,Tržič,"doma, družina",zasebni,osebni stik,6,121,Cf-star-06564 If-otro-06565
rog_slovenian_1_0_1_1_manual_prosody::NZoskrdodr-pk1003311355.wav,Rog-Go1-Gos231,Gos231,NZoskrdodr-pk1003311355.wav,Gos,Pogovor med materjo in hčerko o vnukinji in vsakdanjih stvareh.,2010-07,lastni posnetek,-,Kranj,"doma, družina",zasebni,osebni stik,13,121,Af-star-05582 Bf-otro-05583
rog_slovenian_1_0_1_1_manual_prosody::NZoskrdopr-ab0906231945.wav,Rog-Go1-Gos232,Gos232,NZoskrdopr-ab0906231945.wav,Gos,"Pogovor med sestrama o študiju, plesu, koncertih.",2009-10,lastni posnetek,-,Čirče,"doma, prijatelji",zasebni,osebni stik,10,110,Mf-udel-03013 Pf-udel-03012
rog_slovenian_1_0_1_1_manual_prosody::NZosljdodr-ab0907091515.wav,Rog-Go2-Gos233,Gos233,NZosljdodr-ab0907091515.wav,Gos,"Pogovor med sinom in staršema o urejanju vrta, nakupu novih zvočnikov in vzdrževanju računalniške opreme.",2009-10,lastni posnetek,-,Valburga,"doma, družina",zasebni,osebni stik,97,734,Bm-star-03014 Df-star-03015 Tm-otro-03016
rog_slovenian_1_0_1_1_manual_prosody::NZosljdodr-ak1003221205.wav,Rog-Go1-Gos234,Gos234,NZosljdodr-ak1003221205.wav,Gos,"Mož in žena se pogovarjata o preživetem dnevu, preživljanju vikenda, načrtih za bližnjo prihodnost, sorodnikih ...",2010-03,lastni posnetek,-,Ljubljana,"doma, družina",zasebni,osebni stik,4,56,Am-soro-07138 Bf-soro-07139
rog_slovenian_1_0_1_1_manual_prosody::NZosljdodr-bo0910211650.wav,Rog-Go1-Gos235,Gos235,NZosljdodr-bo0910211650.wav,Gos,"Pogovor ob kavi med svakinjama in možem ene od njiju o vsakdanjih dogodkih doma in v službi, o otrocih, izletih, nabiranju gob, domačih živalih itd.",2010-07,lastni posnetek,-,Ljubljana,"doma, družina",zasebni,osebni stik,12,198,Mf-soro-09520 Tf-soro-09519 Zm-soro-09521
rog_slovenian_1_0_1_1_manual_prosody::NZosljdodr-lr0906022207.wav,Rog-Go1-Gos236,Gos236,NZosljdodr-lr0906022207.wav,Gos,"Družinsko srečanje, praznovanje uspešno opravljenega strokovnega izpita članice družine. Teme so prihajajoč dopust, anekdote s potovanja dveh članov družine, zgodbe, ki so se pripetile prijateljem, ter o potovanjih in izkušnjah s turističnimi agencijami nasploh.",2009-05,lastni posnetek,-,Vrhpolje pri Moravčah,"doma, družina",zasebni,osebni stik,18,168,Af-otro-02559 Bm-star-02560 Cf-star-02561 Df-otro-02562
rog_slovenian_1_0_1_1_manual_prosody::NZosljdodr-mj0912202305.wav,Rog-Go1-Gos237,Gos237,NZosljdodr-mj0912202305.wav,Gos,"Pogovor med starejšima osebama o otroštvu, vojni, revščini itd.",2009-12,lastni posnetek,-,Potok pri Kočevju,"doma, družina",zasebni,osebni stik,5,95,Tm-ssta-00802
rog_slovenian_1_0_1_1_manual_prosody::NZosljdodr-np0908221050.wav,Rog-Go1-Gos238,Gos238,NZosljdodr-np0908221050.wav,Gos,"Pogovor dveh zakoncev o vsakdanjiku, delu na vrtu...",2009-08,lastni posnetek,-,Zaplana,"doma, družina",zasebni,osebni stik,11,83,Af-star-00525 Bm-star-00526
rog_slovenian_1_0_1_1_manual_prosody::NZosljdopr-at0909152030.wav,Rog-Go1-Gos239,Gos239,NZosljdopr-at0909152030.wav,Gos,Prijatelja se pogovarjata o težavah domačega zdravstva in obujata spomine na potovanje po Španiji.,2009-09,lastni posnetek,-,Ljubljana,"doma, prijatelji",zasebni,osebni stik,12,247,Om-prij-06569 Pm-prij-06568
rog_slovenian_1_0_1_1_manual_prosody::NZosljdopr-bo0908141215.wav,Rog-Go1-Gos240,Gos240,NZosljdopr-bo0908141215.wav,Gos,"Pogovor o kmečkih opravilih (pobiranje krompirja, košnja trave itd.), raznih dogodkih, hrani, znancih in njihovem življenju, življenjskih modrostih ...",2009-08,lastni posnetek,-,Ivančna Gorica,"doma, prijatelji",zasebni,osebni stik,21,219,Mm-prij-09501 Om-prij-09503 Pm-prij-09502
rog_slovenian_1_0_1_1_manual_prosody::NZosljdopr-bo0910181640.wav,Rog-Go1-Gos241,Gos241,NZosljdopr-bo0910181640.wav,Gos,"Pogovor med prijateljema iz najstniških let in mamo enega izmed njiju. Večinoma o glasbi, delu in fakulteti. Eden izmed udeležencev se je razgovoril o morebitni temi diplomske naloge, elektrotehniki, robotiki, veliko so govorili o računalnikih in tehnologiji.",2010-07,lastni posnetek,-,Ivančna Gorica,"doma, prijatelji",zasebni,osebni stik,15,171,Bm-prij-09523 Df-prij-09522 Vm-prij-09524
rog_slovenian_1_0_1_1_manual_prosody::NZosljdopr-bo0910212030.wav,Rog-Go1-Gos242,Gos242,NZosljdopr-bo0910212030.wav,Gos,"Ponovno srečanje po dolgem času - trije govorci so se poznali že od prej, medtem ko je četrta oseba poznala le eno. Tema: glasba, koncerti, pripovedovanje raznih pripetljajev, obujanje spominov in razmišljanje o stvareh, ki se bodo šele zgodile.",2009-10,lastni posnetek,-,Ljubljana,"doma, prijatelji",zasebni,osebni stik,14,190,Bf-prij-09525 Mm-prij-09509 Pm-prij-09508
rog_slovenian_1_0_1_1_manual_prosody::NZosljzupr-bo0910192226.wav,Rog-Go1-Gos243,Gos243,NZosljzupr-bo0910192226.wav,Gos,"Pogovor treh članov alternativne glasbene skupine po vaji, teme se večinoma vrtijo okoli glasbe, dogajanja med vikendom in načrtov za prihodnje dni.",2010-03,lastni posnetek,-,Lavrica,"zunaj doma, prijatelji",zasebni,osebni stik,20,168,Am-prij-09505 Mm-prij-09507 Pm-prij-09506
rog_slovenian_1_0_1_1_manual_prosody::NZosljzupr-bo0910221200.wav,Rog-Go1-Gos244,Gos244,NZosljzupr-bo0910221200.wav,Gos,"Pogovor dveh prijateljev in sošolcev, ki študirata v Ljubljani, večinoma o filozofiji, fakultetni politiki in računalniških igricah.",2010-07,lastni posnetek,-,Ljubljana,"zunaj doma, prijatelji",zasebni,osebni stik,24,217,Mm-prij-09518 Sm-prij-09517
rog_slovenian_1_0_1_1_manual_prosody::NZosljzupr-lr0906031349.wav,Rog-Go1-Gos245,Gos245,NZosljzupr-lr0906031349.wav,Gos,"Srečanje dveh prijateljev s fakultete. Pogovor se večinoma nanaša na študijske obveznosti, pa tudi glasbo, vlogo medijev v današnjem času ter kritiko ljudi, ki medijem brezpogojno zaupajo.",2009-06,lastni posnetek,-,Ljubljana,"zunaj doma, prijatelji",zasebni,osebni stik,20,174,Am-prij-02557 Bm-prij-02558
rog_slovenian_1_0_1_1_manual_prosody::NZosmbdodr-mo0911021528.wav,Rog-Go2-Gos246,Gos246,NZosmbdodr-mo0911021528.wav,Gos,"Tast in zet se ob kavi pogovarjata o gradnji hiše, službenih temah itd.",2009-12,lastni posnetek,-,Šentilj,"doma, družina",zasebni,osebni stik,54,850,Am-soro-07522 Mm-star-07523
rog_slovenian_1_0_1_1_manual_prosody::NZosmbdodr-mo0911021552.wav,Rog-Go1-Gos247,Gos247,NZosmbdodr-mo0911021552.wav,Gos,"Mati in hči se ob kavi pogovarjata o gradnji hiše, službi, sanjah itd.",2010-02,lastni posnetek,-,Šentilj,"doma, družina",zasebni,osebni stik,13,207,Df-star-07526 Pf-otro-07527
rog_slovenian_1_0_1_1_manual_prosody::NZosmbdodr-mo0911232226.wav,Rog-Go1-Gos248,Gos248,NZosmbdodr-mo0911232226.wav,Gos,"Babica in vnukinja se pogovarjata o prostovoljnem delu pri evropskem projektu, nogometu itd.",2009-12,lastni posnetek,-,Šentilj,"doma, družina",zasebni,osebni stik,10,164,Bf-ssta-07524 Mf-drug-07525
rog_slovenian_1_0_1_1_manual_prosody::NZosmbdodr-rd1005060903.wav,Rog-Go1-Gos249,Gos249,NZosmbdodr-rd1005060903.wav,Gos,Oče pripoveduje svoji hčerki spomine iz šole ipd.,2010-05,lastni posnetek,-,Maribor,"doma, družina",zasebni,osebni stik,11,330,Am-star-02268 Bf-otro-02269
rog_slovenian_1_0_1_1_manual_prosody::NZosmbzudr-pv0908262121.wav,Rog-Go1-Gos250,Gos250,NZosmbzudr-pv0908262121.wav,Gos,"Pogovor pri kosilu, teme so zelo različne: družinsko življenje, kozmetika, šola...",2009-11,lastni posnetek,-,Maribor,"zunaj doma, družina",zasebni,osebni stik,17,136,Bf-ssta-07520 Pf-vrst-07519
